Mineral Name,Mineral Name (plain),Mineral Name (HTML),Valence Chemistry,Valence Chemistry (concise),Valence Chemistry (HTML),IMA Chemistry (HTML),Chemistry Elements,RRUFF IDs,Database ID,Year First Published,IMA Status,Structural Groupname,Crystal Systems,Space Groups,Valence Elements,IMA Mineral Symbol,Paragenetic Modes
Graphite,Graphite,Graphite,C,C,C,C,C,,2144,1789,"Approved, Grandfathered",,"hexagonal, orthorhombic","P63mc, Fmmm, Cmma, Cmmm, Pcca, Pban, P63/mmc, R3m",C,Gr,"Abiotic, Biotic, Primary, Secondary; Stage 0: Pre-terrestrial Ur-minerals, PM1 - Stellar atmosphere condensates, Stage 1: Primary nebular phases, PM4 - Primary chondrule phases, Stage 2: Planetesimal differentiation & alteration, PM5 - Primary asteroid phases, PM6 - Secondary asteroid phases, Stage 3a: Earth's earliest Hadean crust, PM7 - Ultramafic igneous rocks, Stage 4a: Earth's earliest continental crust, PM19 - Granitic intrusive rocks, PM29 - Lightning-generated minerals, PM33 - Hydrothermal metal deposits, Stage 4b: Highly evolved igneous rocks, PM34 - Complex granite pegmatites, Stage 5: Initiation of plate tectonics, PM38 - Ophiolites, PM40 - Regional metamorphism, Stage 10a: Neoproterozoic oxygenation/terrestrial biosphere, PM50 - Coal and/or oil shale minerals, Stage 10b: Anthropogenic minerals, PM54 - Coal and other mine fire minerals"
Graţianite,Gratianite,Graţianite,Mn2+Bi3+2S2-4,Mn^2+^Bi^3+^_2_S^2-^_4_,Mn<sup>2+</sup>Bi<sup>3+</sup><sub>2</sub>S<sup>2-</sup><sub>4</sub>,MnBi<sub>2</sub>S<sub>4</sub>,Mn Bi S,,6235,2013,Approved,Berthierite,monoclinic,C2/m,Mn^2+ Bi^3+ S^2-,Gţi,"Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM33 - Hydrothermal metal deposits"
Gratonite,Gratonite,Gratonite,Pb2+9As3+4S2-15,Pb^2+^_9_As^3+^_4_S^2-^_15_,Pb<sup>2+</sup><sub>9</sub>As<sup>3+</sup><sub>4</sub>S<sup>2-</sup><sub>15</sub>,Pb<sub>9</sub>As<sub>4</sub>S<sub>15</sub>,Pb As S,,2145,1939,"Approved, Grandfathered",,hexagonal,R3m,Pb^2+ As^3+ S^2-,Gtn,"Abiotic, Primary; Stage 3b: Earth's earliest hydrosphere, PM12 - Hadean hydrothermal subsurface sulfide deposits"
Grattarolaite,Grattarolaite,Grattarolaite,Fe3+3O3PO4,Fe^3+^_3_O_3_PO_4_,Fe<sup>3+</sup><sub>3</sub>O<sub>3</sub>PO<sub>4</sub>,Fe<sup>3+</sup><sub>3</sub>O<sub>3</sub>(PO<sub>4</sub>),Fe O P,,2146,1995,Approved,,hexagonal,R3m,Fe^3+ O P,Gra,"Biotic; Stage 10a: Neoproterozoic oxygenation/terrestrial biosphere, PM50 - Coal and/or oil shale minerals, Stage 10b: Anthropogenic minerals, PM54 - Coal and other mine fire minerals"
Graulichite-(Ce),Graulichite-(Ce),Graulichite-(Ce),Ce3+Fe3+3(As5+O4)2(OH)6,Ce^3+^Fe^3+^_3_(As^5+^O_4_)_2_(OH)_6_,Ce<sup>3+</sup>Fe<sup>3+</sup><sub>3</sub>(As<sup>5+</sup>O<sub>4</sub>)<sub>2</sub>(OH)<sub>6</sub>,CeFe<sup>3+</sup><sub>3</sub>(AsO<sub>4</sub>)<sub>2</sub>(OH)<sub>6</sub>,Ce Fe As O H,,5008,2002,Approved,Alunite-Crandallite,hexagonal,R3m,Ce^3+ Fe^3+ As^5+ O H,Grl-Ce,"Abiotic, Biotic, Primary, Secondary; Stage 4b: Highly evolved igneous rocks, PM34 - Complex granite pegmatites, Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
Graulichite-(La),Graulichite-(La),Graulichite-(La),LaFe3+3(As5+O4)2(OH)6,LaFe^3+^_3_(As^5+^O_4_)_2_(OH)_6_,LaFe<sup>3+</sup><sub>3</sub>(As<sup>5+</sup>O<sub>4</sub>)<sub>2</sub>(OH)<sub>6</sub>,LaFe<sup>3+</sup><sub>3</sub>(AsO<sub>4</sub>)<sub>2</sub>(OH)<sub>6</sub>,La Fe As O H,,7108,2021,Approved,Alunite-Crandallite,hexagonal,R3m,La Fe^3+ As^5+ O H,Grl-La,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
Gravegliaite,Gravegliaite,Gravegliaite,Mn2+S4+O3·3H2O,Mn^2+^S^4+^O_3_·3H_2_O,Mn<sup>2+</sup>S<sup>4+</sup>O<sub>3</sub>·3H<sub>2</sub>O,Mn<sup>2+</sup>(S<sup>4+</sup>O<sub>3</sub>)·3H<sub>2</sub>O,Mn S O H,,2147,1990,Approved,Gravegliaite,orthorhombic,Pnma,Mn^2+ S^4+ O H,Gvg,"Abiotic, Biotic, Secondary; Stage 4a: Earth's earliest continental crust, PM32 - Ba-Mn-Pb-Zn metamorphics, Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
Grayite,Grayite,Grayite,"(Th3+,Pb2+,Ca)(PO4)·H2O","(Th^3+^,Pb^2+^,Ca)(PO_4_)·H_2_O","(Th<sup>3+</sup>,Pb<sup>2+</sup>,Ca)(PO<sub>4</sub>)·H<sub>2</sub>O","(Th,Pb,Ca)(PO<sub>4</sub>)·H<sub>2</sub>O",Th Pb Ca P O H,,2148,1957,"Approved, Grandfathered",Rhabdophane,,,Th^3+ Pb^2+ Ca P O H,Gry,"Abiotic, Primary, Secondary; Stage 4a: Earth's earliest continental crust, PM23 - Subaerial alteration, Stage 4b: Highly evolved igneous rocks, PM34 - Complex granite pegmatites"
Grechishchevite,Grechishchevite,Grechishchevite,Hg2+3S2-2BrCl0.5I1-0.5,Hg^2+^_3_S^2-^_2_BrCl_0.5_I^1-^_0.5_,Hg<sup>2+</sup><sub>3</sub>S<sup>2-</sup><sub>2</sub>BrCl<sub>0.5</sub>I<sup>1-</sup><sub>0.5</sub>,Hg<sub>3</sub>S<sub>2</sub>BrCl<sub>0.5</sub>I<sub>0.5</sub>,Hg S Br Cl I,,2149,1988,Approved,,orthorhombic,Pbnm,Hg^2+ S^2- Br Cl I^1-,Gcv,"Abiotic, Biotic, Primary, Secondary; Stage 4a: Earth's earliest continental crust, PM33 - Hydrothermal metal deposits, Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
Greenalite,Greenalite,Greenalite,"(Fe2+,Fe3+)2-3Si2O5(OH)4","(Fe^2+^,Fe^3+^)_2-3_Si_2_O_5_(OH)_4_","(Fe<sup>2+</sup>,Fe<sup>3+</sup>)<sub>2-3</sub>Si<sub>2</sub>O<sub>5</sub>(OH)<sub>4</sub>","(Fe<sup>2+</sup>,Fe<sup>3+</sup>)<sub>2-3</sub>Si<sub>2</sub>O<sub>5</sub>(OH)<sub>4</sub>",Fe Si O H,,2150,1903,"Approved, Grandfathered","Clay, Serpentine",monoclinic,C2/m,Fe^2+ Fe^3+ Si O H,Gre,"Abiotic, Primary, Secondary; Stage 2: Planetesimal differentiation & alteration, PM6 - Secondary asteroid phases, Stage 4a: Earth's earliest continental crust, PM21 - Chemical precipitation, PM32 - Ba-Mn-Pb-Zn metamorphics"
Greenlizardite,Greenlizardite,Greenlizardite,(N3-H4)Na(U6+O2)2(S6+O4)2(OH)2·4H2O,(N^3-^H_4_)Na(U^6+^O_2_)_2_(S^6+^O_4_)_2_(OH)_2_·4H_2_O,(N<sup>3-</sup>H<sub>4</sub>)Na(U<sup>6+</sup>O<sub>2</sub>)<sub>2</sub>(S<sup>6+</sup>O<sub>4</sub>)<sub>2</sub>(OH)<sub>2</sub>·4H<sub>2</sub>O,(NH<sub>4</sub>)Na(UO<sub>2</sub>)<sub>2</sub>(SO<sub>4</sub>)<sub>2</sub>(OH)<sub>2</sub>·4H<sub>2</sub>O,N H Na U O S,,6644,2017,Approved,Not in a structural group,triclinic,P1,N^3- H Na U^6+ O S^6+,Glz,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering, Stage 10a: Neoproterozoic oxygenation/terrestrial biosphere, PM53 - Other minerals with taphonomic origins, Stage 10b: Anthropogenic minerals, PM55 - Anthropogenic mine minerals"
Greenockite,Greenockite,Greenockite,Cd2+S2-,Cd^2+^S^2-^,Cd<sup>2+</sup>S<sup>2-</sup>,CdS,Cd S,,2151,1840,"Approved, Grandfathered",Wurtzite,hexagonal,P63mc,Cd^2+ S^2-,Gnk,"Abiotic, Biotic, Primary; Stage 3a: Earth's earliest Hadean crust, PM10 - Basalt-hosted zeolite minerals, PM11 - Volcanic fumarole minerals, Stage 3b: Earth's earliest hydrosphere, PM12 - Hadean hydrothermal subsurface sulfide deposits, Stage 4a: Earth's earliest continental crust, PM33 - Hydrothermal metal deposits, Stage 10a: Neoproterozoic oxygenation/terrestrial biosphere, PM50 - Coal and/or oil shale minerals, Stage 10b: Anthropogenic minerals, PM54 - Coal and other mine fire minerals"
Greenwoodite,Greenwoodite,Greenwoodite,"Ba2-x(V3+OH)xV3+9(Fe3+,Fe2+)2Si2O22","Ba_2-x_(V^3+^OH)_x_V^3+^_9_(Fe^3+^,Fe^2+^)_2_Si_2_O_22_","Ba<sub>2-x</sub>(V<sup>3+</sup>OH)<sub>x</sub>V<sup>3+</sup><sub>9</sub>(Fe<sup>3+</sup>,Fe<sup>2+</sup>)<sub>2</sub>Si<sub>2</sub>O<sub>22</sub>","Ba<sub>2-x</sub>(V<sup>3+</sup>OH)<sub>x</sub>V<sup>3+</sup><sub>9</sub>(Fe<sup>3+</sup>,Fe<sup>2+</sup>)<sub>2</sub>Si<sub>2</sub>O<sub>22</sub>",Ba V O H Fe Si,,5836,2010,Approved,Not in a structural group,hexagonal,P3m1,Ba V^3+ O H Fe^3+ Fe^2+ Si,Gwd,"Abiotic, Secondary; Stage 4a: Earth's earliest continental crust, PM32 - Ba-Mn-Pb-Zn metamorphics, Stage 5: Initiation of plate tectonics, PM40 - Regional metamorphism"
Gregoryite,Gregoryite,Gregoryite,Na2CO3,Na_2_CO_3_,Na<sub>2</sub>CO<sub>3</sub>,Na<sub>2</sub>(CO<sub>3</sub>),Na C O,,5009,1980,Approved,,,,Na C O,Ggy,"Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM36 - Carbonatites & kimberlites"
Greifensteinite,Greifensteinite,Greifensteinite,Ca2Fe2+5Be4(PO4)6(OH)4·6H2O,Ca_2_Fe^2+^_5_Be_4_(PO_4_)_6_(OH)_4_·6H_2_O,Ca<sub>2</sub>Fe<sup>2+</sup><sub>5</sub>Be<sub>4</sub>(PO<sub>4</sub>)<sub>6</sub>(OH)<sub>4</sub>·6H<sub>2</sub>O,Ca<sub>2</sub>Be<sub>4</sub>Fe<sup>2+</sup><sub>5</sub>(PO<sub>4</sub>)<sub>6</sub>(OH)<sub>4</sub>·6H<sub>2</sub>O,Ca Be Fe P O H,,2152,2001,Approved,Roscherite,monoclinic,C2/c,Ca Fe^2+ Be P O H,Gfs,"Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM34 - Complex granite pegmatites"
Greigite,Greigite,Greigite,Fe2+Fe3+2S4,Fe^2+^Fe^3+^_2_S_4_,Fe<sup>2+</sup>Fe<sup>3+</sup><sub>2</sub>S<sub>4</sub>,Fe<sup>2+</sup>Fe<sup>3+</sup><sub>2</sub>S<sub>4</sub>,Fe S,,2153,1963,Approved,Spinel,cubic,Fd3m,Fe^2+ Fe^3+ S,Grg,"Abiotic, Biotic, Primary, Secondary; Stage 2: Planetesimal differentiation & alteration, PM6 - Secondary asteroid phases, Stage 4a: Earth's earliest continental crust, PM25 - Evaporites (prebiotic), PM33 - Hydrothermal metal deposits, Stage 6: Anoxic biosphere, PM44 - Anoxic microbially-mediated minerals, Stage 10a: Neoproterozoic oxygenation/terrestrial biosphere, PM49 - Oxic cellular biomineralization"
Grenmarite,Grenmarite,Grenmarite,Na2Zr4+2Na2Mn2+Zr4+(Si2O7)2O2F2,Na_2_Zr^4+^_2_Na_2_Mn^2+^Zr^4+^(Si_2_O_7_)_2_O_2_F_2_,Na<sub>2</sub>Zr<sup>4+</sup><sub>2</sub>Na<sub>2</sub>Mn<sup>2+</sup>Zr<sup>4+</sup>(Si<sub>2</sub>O<sub>7</sub>)<sub>2</sub>O<sub>2</sub>F<sub>2</sub>,Na<sub>2</sub>Zr<sub>2</sub>Na<sub>2</sub>MnZr(Si<sub>2</sub>O<sub>7</sub>)<sub>2</sub>O<sub>2</sub>F<sub>2</sub>,Na Zr Mn Si O F,,5235,2003,"Approved, Redefined",Seidozerite-Rinkite,monoclinic,P2/c,Na Zr^4+ Mn^2+ Si O F,Grn,"Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks"
Grguricite,Grguricite,Grguricite,CaCr3+2(CO3)2(OH)4·4H2O,CaCr^3+^_2_(CO_3_)_2_(OH)_4_·4H_2_O,CaCr<sup>3+</sup><sub>2</sub>(CO<sub>3</sub>)<sub>2</sub>(OH)<sub>4</sub>·4H<sub>2</sub>O,CaCr<sub>2</sub>(CO<sub>3</sub>)<sub>2</sub>(OH)<sub>4</sub>·4H<sub>2</sub>O,Ca Cr C O H,,7006,2020,Approved,Alumohydrocalcite,triclinic,P1,Ca Cr^3+ C O H,Ggu,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
Griceite,Griceite,Griceite,LiF,LiF,LiF,LiF,Li F,,2154,1986,Approved,Rocksalt,cubic,Fm3m,Li F,Gri,"Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks"
Griffinite,Griffinite,Griffinite,Al2Ti4+O5,Al_2_Ti^4+^O_5_,Al<sub>2</sub>Ti<sup>4+</sup>O<sub>5</sub>,Al<sub>2</sub>TiO<sub>5</sub>,Al Ti O,,7213,2022,Approved,Pseudobrookite,orthorhombic,Cmcm,Al Ti^4+ O,Gfn,"Biotic; Stage 10a: Neoproterozoic oxygenation/terrestrial biosphere, PM51 - Pyrometamorphic minerals"
Grigorievite,Grigorievite,Grigorievite,Cu2+3Fe3+2Al2(V5+O4)6,Cu^2+^_3_Fe^3+^_2_Al_2_(V^5+^O_4_)_6_,Cu<sup>2+</sup><sub>3</sub>Fe<sup>3+</sup><sub>2</sub>Al<sub>2</sub>(V<sup>5+</sup>O<sub>4</sub>)<sub>6</sub>,Cu<sub>3</sub>Fe<sup>3+</sup><sub>2</sub>Al<sub>2</sub>(VO<sub>4</sub>)<sub>6</sub>,Cu Fe Al V O,,6104,2012,Approved,Howardevansite,triclinic,P1,Cu^2+ Fe^3+ Al V^5+ O,Ggv,"Biotic; Stage 7: Great Oxidation Event, PM45 - Oxidized fumarolic minerals"
Grimaldiite,Grimaldiite,Grimaldiite,Cr3+O(OH),Cr^3+^O(OH),Cr<sup>3+</sup>O(OH),CrO(OH),Cr O H,,2155,1967,Approved,,hexagonal,"R3m, R3m",Cr^3+ O H,Gmd,"Abiotic, Biotic, Primary, Secondary; Stage 4a: Earth's earliest continental crust, PM33 - Hydrothermal metal deposits, Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
Grimmite,Grimmite,Grimmite,Ni2+Co3+2S2-4,Ni^2+^Co^3+^_2_S^2-^_4_,Ni<sup>2+</sup>Co<sup>3+</sup><sub>2</sub>S<sup>2-</sup><sub>4</sub>,NiCo<sub>2</sub>S<sub>4</sub>,Ni Co S,,7074,2020,Approved,Spinel,cubic,"Fd3m, Fd3m",Ni^2+ Co^3+ S^2-,Gmm,"Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM33 - Hydrothermal metal deposits"
Grimselite,Grimselite,Grimselite,K3Na(U6+O2)(CO3)3·H2O,K_3_Na(U^6+^O_2_)(CO_3_)_3_·H_2_O,K<sub>3</sub>Na(U<sup>6+</sup>O<sub>2</sub>)(CO<sub>3</sub>)<sub>3</sub>·H<sub>2</sub>O,K<sub>3</sub>Na(UO<sub>2</sub>)(CO<sub>3</sub>)<sub>3</sub>·H<sub>2</sub>O,K Na U O C H,,2156,1971,Approved,,hexagonal,P62c,K Na U^6+ O C H,Gsl,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
Griphite,Griphite,Griphite,"Ca(Mn2+,Na,Li)6Fe2+Al2(PO4)6(F,OH)2","Ca(Mn^2+^,Na,Li)_6_Fe^2+^Al_2_(PO_4_)_6_(F,OH)_2_","Ca(Mn<sup>2+</sup>,Na,Li)<sub>6</sub>Fe<sup>2+</sup>Al<sub>2</sub>(PO<sub>4</sub>)<sub>6</sub>(F,OH)<sub>2</sub>","Ca(Mn<sup>2+</sup>,Na,Li)<sub>6</sub>Fe<sup>2+</sup>Al<sub>2</sub>(PO<sub>4</sub>)<sub>6</sub>(F,OH)<sub>2</sub>",Ca Mn Na Li Fe Al P O F H,,2157,1891,"Approved, Grandfathered",,cubic,Pa3,Ca Mn^2+ Na Li Fe^2+ Al P O F H,Gph,"Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM34 - Complex granite pegmatites"
Grischunite,Grischunite,Grischunite,NaCa2Mn2+5Fe3+(As5+O4)6·2H2O,NaCa_2_Mn^2+^_5_Fe^3+^(As^5+^O_4_)_6_·2H_2_O,NaCa<sub>2</sub>Mn<sup>2+</sup><sub>5</sub>Fe<sup>3+</sup>(As<sup>5+</sup>O<sub>4</sub>)<sub>6</sub>·2H<sub>2</sub>O,NaCa<sub>2</sub>Mn<sup>2+</sup><sub>5</sub>Fe<sup>3+</sup>(AsO<sub>4</sub>)<sub>6</sub>·2H<sub>2</sub>O,Na Ca Mn Fe As O H,,2158,1981,Approved,Wicksite,orthorhombic,Pcab,Na Ca Mn^2+ Fe^3+ As^5+ O H,Gcn,"Abiotic, Secondary; Stage 4a: Earth's earliest continental crust, PM32 - Ba-Mn-Pb-Zn metamorphics, Stage 7: Great Oxidation Event, PM46 - Near-surface hydrothermal alterations"
Gritsenkoite,Gritsenkoite,Gritsenkoite,Co2+Mg2(As5+O4)2(H2O)8,Co^2+^Mg_2_(As^5+^O_4_)_2_(H_2_O)_8_,Co<sup>2+</sup>Mg<sub>2</sub>(As<sup>5+</sup>O<sub>4</sub>)<sub>2</sub>(H<sub>2</sub>O)<sub>8</sub>,CoMg<sub>2</sub>(AsO<sub>4</sub>)<sub>2</sub>(H<sub>2</sub>O)<sub>8</sub>,Co Mg As O H,,7610,2025,"Approved, Pending publication",Vivianite,monoclinic,C2/m,Co^2+ Mg As^5+ O H,Grk,
Groatite,Groatite,Groatite,☐NaCaMn2+2(PO4)(HPO4)2,[box]NaCaMn^2+^_2_(PO_4_)(HPO_4_)_2_,☐NaCaMn<sup>2+</sup><sub>2</sub>(PO<sub>4</sub>)(HPO<sub>4</sub>)<sub>2</sub>,☐NaCaMn<sub>2</sub>(PO<sub>4</sub>)(HPO<sub>4</sub>)<sub>2</sub>,Na Ca Mn P O H,,5714,2008,Approved,Alluaudite,monoclinic,C2/c,Na Ca Mn^2+ P O H,Goa,"Abiotic, Primary, Secondary; Stage 4a: Earth's earliest continental crust, PM21 - Chemical precipitation, PM31 - Contact metamorphism, Stage 4b: Highly evolved igneous rocks, PM34 - Complex granite pegmatites"
Grokhovskyite,Grokhovskyite,Grokhovskyite,Cu1+Cr3+S2-2,Cu^1+^Cr^3+^S^2-^_2_,Cu<sup>1+</sup>Cr<sup>3+</sup>S<sup>2-</sup><sub>2</sub>,CuCrS<sub>2</sub>,Cu Cr S,,6952,2019,Approved,Scacchite,hexagonal,R3m,Cu^1+ Cr^3+ S^2-,Ghy,"Abiotic, Primary; Stage 2: Planetesimal differentiation & alteration, PM5 - Primary asteroid phases"
Grootfonteinite,Grootfonteinite,Grootfonteinite,Pb2+3O(CO3)2,Pb^2+^_3_O(CO_3_)_2_,Pb<sup>2+</sup><sub>3</sub>O(CO<sub>3</sub>)<sub>2</sub>,Pb<sub>3</sub>O(CO<sub>3</sub>)<sub>2</sub>,Pb O C,,6451,2015,Approved,,hexagonal,"P63mc, P63/mmc",Pb^2+ O C,Gtf,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
Grossite,Grossite,Grossite,CaAl4O7,CaAl_4_O_7_,CaAl<sub>4</sub>O<sub>7</sub>,CaAl<sub>4</sub>O<sub>7</sub>,Ca Al O,,2159,1993,Approved,,monoclinic,C2/c,Ca Al O,Gss,"Abiotic, Biotic, Primary; Stage 1: Primary nebular phases, PM3 - Solar nebular condensates, Stage 10a: Neoproterozoic oxygenation/terrestrial biosphere, PM51 - Pyrometamorphic minerals"
Grossmanite,Grossmanite,Grossmanite,"Ca(Ti3+,Mg,Ti4+)AlSiO6","Ca(Ti^3+^,Mg,Ti^4+^)AlSiO_6_","Ca(Ti<sup>3+</sup>,Mg,Ti<sup>4+</sup>)AlSiO<sub>6</sub>","Ca(Ti<sup>3+</sup>,Mg,Ti<sup>4+</sup>)AlSiO<sub>6</sub>",Ca Ti Mg Al Si O,,5735,2008,Approved,Pyroxene,monoclinic,C2/c,Ca Ti^3+ Mg Ti^4+ Al Si O,Gsm,"Abiotic, Primary; Stage 1: Primary nebular phases, PM4 - Primary chondrule phases, Stage 4b: Highly evolved igneous rocks, PM34 - Complex granite pegmatites"
Grossular,Grossular,Grossular,Ca3Al2(SiO4)3,Ca_3_Al_2_(SiO_4_)_3_,Ca<sub>3</sub>Al<sub>2</sub>(SiO<sub>4</sub>)<sub>3</sub>,Ca<sub>3</sub>Al<sub>2</sub>(SiO<sub>4</sub>)<sub>3</sub>,Ca Al Si O,,2160,1811,Approved,Garnet,"cubic, triclinic","Ia3d, Ia3d, I1",Ca Al Si O,Grs,"Abiotic, Biotic, Primary, Secondary; Stage 2: Planetesimal differentiation & alteration, PM6 - Secondary asteroid phases, Stage 3a: Earth's earliest Hadean crust, PM10 - Basalt-hosted zeolite minerals, Stage 4a: Earth's earliest continental crust, PM31 - Contact metamorphism, Stage 5: Initiation of plate tectonics, PM40 - Regional metamorphism, Stage 10a: Neoproterozoic oxygenation/terrestrial biosphere, PM50 - Coal and/or oil shale minerals, Stage 10b: Anthropogenic minerals, PM54 - Coal and other mine fire minerals"
Groutite,Groutite,Groutite,Mn3+O(OH),Mn^3+^O(OH),Mn<sup>3+</sup>O(OH),Mn<sup>3+</sup>O(OH),Mn O H,,2161,1945,"Approved, Grandfathered",Diaspore,orthorhombic,"Pnma, Pbnm",Mn^3+ O H,Gro,"Abiotic, Biotic, Secondary; Stage 4a: Earth's earliest continental crust, PM32 - Ba-Mn-Pb-Zn metamorphics, Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
Grumantite,Grumantite,Grumantite,NaSi2O4(OH)·H2O,NaSi_2_O_4_(OH)·H_2_O,NaSi<sub>2</sub>O<sub>4</sub>(OH)·H<sub>2</sub>O,NaSi<sub>2</sub>O<sub>4</sub>(OH)·H<sub>2</sub>O,Na Si O H,,2162,1985,Approved,,orthorhombic,Fdd2,Na Si O H,Gmt,"Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks"
Grumiplucite,Grumiplucite,Grumiplucite,Hg2+Bi3+2S2-4,Hg^2+^Bi^3+^_2_S^2-^_4_,Hg<sup>2+</sup>Bi<sup>3+</sup><sub>2</sub>S<sup>2-</sup><sub>4</sub>,HgBi<sub>2</sub>S<sub>4</sub>,Hg Bi S,,2163,1997,Approved,Pavonite,monoclinic,C2/m,Hg^2+ Bi^3+ S^2-,Gpc,"Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM33 - Hydrothermal metal deposits"
Grundmannite,Grundmannite,Grundmannite,Cu1+Bi3+Se2-2,Cu^1+^Bi^3+^Se^2-^_2_,Cu<sup>1+</sup>Bi<sup>3+</sup>Se<sup>2-</sup><sub>2</sub>,CuBiSe<sub>2</sub>,Cu Bi Se,,6439,2015,Approved,Chalcostibite,orthorhombic,Pnma,Cu^1+ Bi^3+ Se^2-,Gdm,"Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM33 - Hydrothermal metal deposits"
Grunerite,Grunerite,Grunerite,☐Fe2+2Fe2+5Si8O22(OH)2,[box]Fe^2+^_2_Fe^2+^_5_Si_8_O_22_(OH)_2_,☐Fe<sup>2+</sup><sub>2</sub>Fe<sup>2+</sup><sub>5</sub>Si<sub>8</sub>O<sub>22</sub>(OH)<sub>2</sub>,☐Fe<sup>2+</sup><sub>2</sub>Fe<sup>2+</sup><sub>5</sub>Si<sub>8</sub>O<sub>22</sub>(OH)<sub>2</sub>,Fe Si O H,,2164,1853,"Approved, Redefined",Amphibole,monoclinic,C2/m,Fe^2+ Si O H,Gru,"Abiotic, Secondary; Stage 4a: Earth's earliest continental crust, PM31 - Contact metamorphism, Stage 5: Initiation of plate tectonics, PM40 - Regional metamorphism"
Gruzdevite,Gruzdevite,Gruzdevite,Cu1+6Hg2+3Sb3+4S2-12,Cu^1+^_6_Hg^2+^_3_Sb^3+^_4_S^2-^_12_,Cu<sup>1+</sup><sub>6</sub>Hg<sup>2+</sup><sub>3</sub>Sb<sup>3+</sup><sub>4</sub>S<sup>2-</sup><sub>12</sub>,Cu<sub>6</sub>Hg<sub>3</sub>Sb<sub>4</sub>S<sub>12</sub>,Cu Hg Sb S,,2165,1980,Approved,Nowackiite,hexagonal,,Cu^1+ Hg^2+ Sb^3+ S^2-,Gzd,"Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM33 - Hydrothermal metal deposits"
Guanacoite,Guanacoite,Guanacoite,MgCu2+2Mg2(As5+O4)2(OH)4(H2O)4,MgCu^2+^_2_Mg_2_(As^5+^O_4_)_2_(OH)_4_(H_2_O)_4_,MgCu<sup>2+</sup><sub>2</sub>Mg<sub>2</sub>(As<sup>5+</sup>O<sub>4</sub>)<sub>2</sub>(OH)<sub>4</sub>(H<sub>2</sub>O)<sub>4</sub>,Cu<sub>2</sub>Mg<sub>3</sub>(OH)<sub>4</sub>(AsO<sub>4</sub>)<sub>2</sub>·4H<sub>2</sub>O,Cu Mg O H As,,5234,2003,Approved,Akrochordite,monoclinic,P21/c,Mg Cu^2+ As^5+ O H,Gnc,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
Guanajuatite,Guanajuatite,Guanajuatite,Bi3+2Se2-3,Bi^3+^_2_Se^2-^_3_,Bi<sup>3+</sup><sub>2</sub>Se<sup>2-</sup><sub>3</sub>,Bi<sub>2</sub>Se<sub>3</sub>,Bi Se,,2166,1873,"Approved, Grandfathered",Stibnite,orthorhombic,Pnma,Bi^3+ Se^2-,Gj,"Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM33 - Hydrothermal metal deposits"
Guangyuanite,Guangyuanite,Guangyuanite,Pb2+3Cl3(Se4+O3)(OH),Pb^2+^_3_Cl_3_(Se^4+^O_3_)(OH),Pb<sup>2+</sup><sub>3</sub>Cl<sub>3</sub>(Se<sup>4+</sup>O<sub>3</sub>)(OH),Pb<sub>3</sub>Cl<sub>3</sub>(Se<sup>4+</sup>O<sub>3</sub>)(OH),Pb Cl Se O H,,7341,2023,Approved,Not in a structural group,orthorhombic,Pnma,Pb^2+ Cl Se^4+ O H,Gyn,
